entry_id,character,modern_reading,mc_form,mc_onset,mc_onset_group,mc_rhyme,mc_rhyme_group,mc_annotation,oc_form_raw,oc_form_clean,gloss,source_ref,pdf_page,raw_text
0018f,禍,huò,hwa,h,匣,-wa,戈,h- + -wa B,*[g]ʷˤajʔ,gʷˤajʔ,calamity,42402.041139U+798D,7,0018f禍huòhwaX(h- + -wa B)*[g]ʷˤajʔ calamity42402.041139U+798D
0018h,薖,kē,khwa,kh,溪,-wa,戈,kh- + -wa A,*kʷʰˤaj,kʷʰˤaj,great,53280.0514013U+8596,7,0018h薖kēkhwa(kh- + -wa A)*kʷʰˤaj great53280.0514013U+8596
0019a,化,huà,xwae,x,曉,-wae,麻,x- + -wae C,*qʷʰˤ<r>aj-s,qʷʰˤraj-s,transform,10109.04212U+5316,7,0019a化huàxwaeH(x- + -wae C)*qʷʰˤ<r>aj-s transform10109.04212U+5316
0019c,貨,huò,xwa,x,曉,-wa,戈,x- + -wa C,*qʷʰˤaj-s,qʷʰˤaj-s,"(movable) property, goods",63627.011544U+8CA8,7,"0019c貨huòxwaH(x- + -wa C)*qʷʰˤaj-s (movable) property, goods63627.011544U+8CA8"
0019d,吪,é,ngwa,ng,疑,-wa,戈,ng- + -wa A,*m-qʷʰˤaj,m-qʷʰˤaj,move; change,10590.05304U+542A,7,0019d吪éngwa(ng- + -wa A)*m-qʷʰˤaj move; change10590.05304U+542A
0019e,訛,é,ngwa,ng,疑,-wa,戈,ng- + -wa A,*m-qʷʰˤaj,m-qʷʰˤaj,move; change,63947.081494U+8A1B,7,0019e訛éngwa(ng- + -wa A)*m-qʷʰˤaj move; change63947.081494U+8A1B
0020a,瓦,wǎ,ngwae,ng,疑,-wae,麻,ng- + -wae B,*C.ŋʷˤra[j]ʔ,C.ŋʷˤrajʔ,"roof tile21421.03980U+74E6
婆娑 saunter, dance
*k.rˤoj (swa 螺  < lwa < *k.rˤoj‘spiral’)",,7,"0020a瓦wǎngwaeX(ng- + -wae B)*C.ŋʷˤra[j]ʔ roof tile21421.03980U+74E6
婆娑 saunter, dance
*k.rˤoj (swa 螺  < lwa < *k.rˤoj‘spiral’)"
0021a,宜,yí,ngje,ng,疑,-je,支 (III),ng- + -je A,*ŋ(r)aj,ŋraj,,20920.06405U+5B9C,8,0021a宜yíngje(ng- + -je A)*ŋ(r)aj 20920.06405U+5B9C
0021a,宜,yí,ngje,ng,疑,-je,支 (III),ng- + -je A,*ŋ(r)aj,ŋraj,proper; should,20920.06405U+5B9C,8,0021a宜yíngje(ng- + -je A)*ŋ(r)aj proper; should20920.06405U+5B9C
0022a,䖒,xī,xje,x,曉,-je,支 (III),x- + -je A,*ŋ̊(r)ar,ŋ̊rar,earthenware vessel (Shuōwén),42827.011417U+4592,8,0022a䖒xīxje(x- + -je A)*ŋ̊(r)ar earthenware vessel (Shuōwén)42827.011417U+4592
0022b,戲,xì,xje,x,曉,-je,支 (III),x- + -je C,*ŋ̊(r)ar-s,ŋ̊rar-s,"sport, joke",21413.136213U+6232,8,"0022b戲xìxjeH(x- + -je C)*ŋ̊(r)ar-s sport, joke21413.136213U+6232"
0023a,离,chī,trhje,trh,徹,-je,支 (III),trh- + -je A,*r̥aj,r̥aj,mountain demon,10287.111146U+79BB,8,0023a离chītrhje(trh- + -je A)*r̥aj mountain demon10287.111146U+79BB
0023b,魑,chī,trhje,trh,徹,-je,支 (III),trh- + -je A,*r̥aj,r̥aj,demon,74436.0319411U+9B51,8,0023b魑chītrhje(trh- + -je A)*r̥aj demon74436.0319411U+9B51
0023c,螭,chī,trhje,trh,徹,-je,支 (III),trh- + -je A,*r̥aj,r̥aj,(E dialect: *r̥- > trh-)demon,42880.2114211U+87AD,8,0023c螭chītrhje(trh- + -je A)*r̥aj (E dialect: *r̥- > trh-)demon42880.2114211U+87AD
0023f,離,lí,lje,l,來,-je,支 (III),l- + -je A,*[r]aj,raj,"meet with, encounter",64106.0217211U+96E2,8,"0023f離lílje(l- + -je A)*[r]aj meet with, encounter64106.0217211U+96E2"
0023f,離,lí,lje,l,來,-je,支 (III),l- + -je A,*[r]aj,raj,depart from,64106.0217211U+96E2,8,0023f離lílje(l- + -je A)*[r]aj depart from64106.0217211U+96E2
0023f,離,lì,lje,l,來,-je,支 (III),l- + -je C,*raj-s,raj-s,reject,64106.0217211U+96E2,8,0023f離lìljeH(l- + -je C)*raj-s reject64106.0217211U+96E2
0024a,罹,lí,lje,l,來,-je,支 (III),l- + -je A,*[r]aj,raj,drag into; trouble42925.0912211U+7F79 0025a⽪皮píbje(b- + -je A)*m-[p](r)aj skin,42753.011070U+76AE,8,0024a罹lílje(l- + -je A)*[r]aj drag into; trouble42925.0912211U+7F79 0025a⽪皮píbje(b- + -je A)*m-[p](r)aj skin42753.011070U+76AE
0025d,疲,pí,bje,b,並,-je,支 (III),b- + -je A,*[b](r)aj,braj,"weary, exhausted",42669.121045U+75B2,8,"0025d疲píbje(b- + -je A)*[b](r)aj weary, exhausted42669.121045U+75B2"
0025e,被,bèi,bje,b,並,-je,支 (III),b- + -je B,*m-pʰ(r)ajʔ,m-pʰrajʔ,coverlet,53085.111455U+88AB,8,0025e被bèibjeX(b- + -je B)*m-pʰ(r)ajʔ coverlet53085.111455U+88AB
0025e,被,bèi,bje,b,並,-je,支 (III),b- + -je C,*m-pʰ(r)ajʔ-s,m-pʰrajʔ-s,cover (v.),53085.111455U+88AB,8,0025e被bèibjeH(b- + -je C)*m-pʰ(r)ajʔ-s cover (v.)53085.111455U+88AB
0025e,被,pī,phje,ph,滂,-je,支 (III),ph- + -je A,*mə-pʰ(r)aj,mə-pʰraj,cover oneself with,53085.111455U+88AB,8,0025e被pīphje(ph- + -je A)*məә-pʰ(r)aj cover oneself with53085.111455U+88AB
0025e,被,pì,phje,ph,滂,-je,支 (III),ph- + -je C,*pʰ(r)aj-s,pʰraj-s,cloak,53085.111455U+88AB,8,0025e被pìphjeH(ph- + -je C)*pʰ(r)aj-s cloak53085.111455U+88AB
0025g,彼,bǐ,pje,p,幫,-je,支 (III),p- + -je B,*pajʔ,pajʔ,that,20817.1605U+5F7C,8,0025g彼bǐpjeX(p- + -je B)*pajʔ that20817.1605U+5F7C
0025i,陂,bēi,pje,p,幫,-je,支 (III),p- + -je A,*p(r)a[j],praj,river bank; dike,64124.051705U+9642,8,0025i陂bēipje(p- + -je A)*p(r)a[j] river bank; dike64124.051705U+9642
0025j,披,pī,phje,ph,滂,-je,支 (III),ph- + -je A,*pʰ(r)aj,pʰraj,divide,31861.01645U+62AB,8,0025j披pīphje(ph- + -je A)*pʰ(r)aj divide31861.01645U+62AB
0025l,波,bō,pa,p,幫,-a,歌,p- + -a A,*pˤaj,pˤaj,wave (n.),31597.07855U+6CE2,8,0025l波bōpa(p- + -a A)*pˤaj wave (n.)31597.07855U+6CE2
0025m,跛,bǒ,pa,p,幫,-a,歌,p- + -a B,*pˤajʔ,pˤajʔ,walk lame,63699.041575U+8DDB,8,0025m跛bǒpaX(p- + -a B)*pˤajʔ walk lame63699.041575U+8DDB
0025n,簸,bǒ,pa,p,幫,-a,歌,p- + -a B,*pˤajʔ,pˤajʔ,winnow (v.),53020.0511813U+7C38,8,0025n簸bǒpaX(p- + -a B)*pˤajʔ winnow (v.)53020.0511813U+7C38
0025n,簸,bò,pa,p,幫,-a,歌,p- + -a C,*pˤajʔ-s,pˤajʔ-s,winnow (v.),53020.0511813U+7C38,8,0025n簸bòpaH(p- + -a C)*pˤajʔ-s winnow (v.)53020.0511813U+7C38
0025o,破,pò,pha,ph,滂,-a,歌,ph- + -a C,*pʰˤaj-s,pʰˤaj-s,break (v.),42426.031125U+7834,8,0025o破pòphaH(ph- + -a C)*pʰˤaj-s break (v.)42426.031125U+7834
0025p,頗,pō,pha,ph,滂,-a,歌,ph- + -a A,*pʰˤa[j],pʰˤaj,"slanting, oblique",74366.11815U+9817,8,"0025p頗pōpha(ph- + -a A)*pʰˤa[j] slanting, oblique74366.11815U+9817"
0025q,婆,pó,ba,b,並,-a,歌,b- + -a A,*[b]ˤa[j],bˤaj,,21061.11388U+5A46,8,0025q婆póba(b- + -a A)*[b]ˤa[j] 21061.11388U+5A46
0026a,罷,bà,bea,b,並,-ea,佳,b- + -ea B,*[b]ˤrajʔ,bˤrajʔ,"stop, cease",42924.1212210U+7F77,8,"0026a罷bàbeaX(b- + -ea B)*[b]ˤrajʔ stop, cease42924.1212210U+7F77"
0026a,罷,pí,bje,b,並,-je,支 (III),b- + -je A,*[b]raj,braj,"wear out, exhaust",42924.1212210U+7F77,8,"0026a罷píbje(b- + -je A)*[b]raj wear out, exhaust42924.1212210U+7F77"
0026b,羆,pí,pje,p,幫,-je,支 (III),p- + -je A,*praj,praj,brown-and-white bear,42928.0112214U+7F86,8,0026b羆pípje(p- + -je A)*praj brown-and-white bear42928.0112214U+7F86
0027g,媯,guī,kjwe,k,見,-jwe,支 (III),k- + -jwe A,*C.qʷ(r)aj,C.qʷraj,(place and family name),21068.18389U+5AAF,9,0027g媯guīkjwe(k- + -jwe A)*C.qʷ(r)aj (place and family name)21068.18389U+5AAF
0027k,偽,wěi,ngjwe,ng,疑,-jwe,支 (III),ng- + -jwe C,*N-ɢʷ(r)aj-s,N-ɢʷraj-s,false,10195.0499U+507D,9,0027k偽wěingjweH(ng- + -jwe C)*N-ɢʷ(r)aj-s false10195.0499U+507D
0027k,偽,wěi,ngjwe,ng,疑,-jwe,支 (III),ng- + -jwe C,*m-ɢʷ(r)aj-s,m-ɢʷraj-s,falsify; deceive,10195.0499U+507D,9,0027k偽wěingjweH(ng- + -jwe C)*m-ɢʷ(r)aj-s falsify; deceive10195.0499U+507D
0027m,譌,é,ngwa,ng,疑,-wa,戈,ng- + -wa A,*[m]-qʷʰˤaj,m-qʷʰˤaj,"deceive, false",64019.12114912U+8B4C,9,"0027m譌éngwa(ng- + -wa A)*[m]-qʷʰˤaj deceive, false64019.12114912U+8B4C"
0028a,虧,kuī,khjwe,kh,溪,-jwe,支 (III),kh- + -jwe A,*[k]ʷʰ(r)aj,kʷʰraj,diminish,42830.1414111U+8667,9,0028a虧kuīkhjwe(kh- + -jwe A)*[k]ʷʰ(r)aj diminish42830.1414111U+8667
0029a,危,wēi,ngjwe,ng,疑,-jwe,支 (III),ng- + -jwe A,*[ŋ](r)[o]j,ŋroj,in danger,10312.03264U+5371,9,0029a危wēingjwe(ng- + -jwe A)*[ŋ](r)[o]j in danger10312.03264U+5371
0029b,詭,guǐ,kjwe,k,見,-jwe,支 (III),k- + -jwe B,*[k](r)ojʔ,krojʔ,perverse,63968.011496U+8A6D,9,0029b詭guǐkjweX(k- + -jwe B)*[k](r)ojʔ perverse63968.011496U+8A6D
0029f,跪,guì,gjwe,g,群,-jwe,支 (III),g- + -jwe B,*[g](r)ojʔ,grojʔ,kneel; foot,63704.031576U+8DEA,9,0029f跪guìgjweX(g- + -jwe B)*[g](r)ojʔ kneel; foot63704.031576U+8DEA
0031g,錘,chuí,drjwe,dr,澄,-jwe,支 (III),dr- + -jwe A,*m-t<r>oj,m-troj,sledge-hammer,64220.071678U+9318,9,0031g錘chuídrjwe(dr- + -jwe A)*m-t<r>oj sledge-hammer64220.071678U+9318
0032a,家,jiā,kae,k,見,-ae,麻,k- + -ae A,*kˤra,kˤra,household,20930.15407U+5BB6,9,0032a家jiākae(k- + -ae A)*kˤra household20930.15407U+5BB6
0032e,嫁,jià,kae,k,見,-ae,麻,k- + -ae C,*s-kˤra-s,s-kˤra-s,send (one’s daughter) as a bride,21073.113810U+5AC1,9,0032e嫁jiàkaeH(k- + -ae C)*s-kˤra-s send (one’s daughter) as a bride21073.113810U+5AC1
0032e,嫁,jià,kae,k,見,-ae,麻,k- + -ae C,*kˤra-s,kˤra-s,go (as a bride) to one's new home,21073.113810U+5AC1,9,0032e嫁jiàkaeH(k- + -ae C)*kˤra-s go (as a bride) to one's new home21073.113810U+5AC1
0032f,稼,jià,kae,k,見,-ae,麻,k- + -ae C,*kˤra-s,kˤra-s,grain; sow (v.),42626.0811510U+7A3C,9,0032f稼jiàkaeH(k- + -ae C)*kˤra-s grain; sow (v.)42626.0811510U+7A3C
0033a,叚,jiǎ,kae,k,見,-ae,麻,k- + -ae B,*Cə.kˤraʔ,Cə.kˤraʔ,borrow,10398.04297U+53DA,9,0033a叚jiǎkaeX(k- + -ae B)*Cəә.kˤraʔ borrow10398.04297U+53DA
0033c,假,jiǎ,kae,k,見,-ae,麻,k- + -ae B,*Cə.kˤraʔ,Cə.kˤraʔ,borrow; false,10196.0299U+5047,9,0033c假jiǎkaeX(k- + -ae B)*Cəә.kˤraʔ borrow; false10196.0299U+5047
0033c,假,jiǎ,kae,k,見,-ae,麻,k- + -ae B,*kˤraʔ,kˤraʔ,great,10196.0299U+5047,9,0033c假jiǎkaeX(k- + -ae B)*kˤraʔ great10196.0299U+5047
0033f,豭,jiā,kae,k,見,-ae,麻,k- + -ae A,*kˤra,kˤra,boar,63618.151529U+8C6D,9,0033f豭jiākae(k- + -ae A)*kˤra boar63618.151529U+8C6D
0033g,暇,xià,hae,h,匣,-ae,麻,h- + -ae C,*[g]ˤra-s,gˤra-s,leisure,21527.02729U+6687,9,0033g暇xiàhaeH(h- + -ae C)*[g]ˤra-s leisure21527.02729U+6687
0033h,瑕,xiá,hae,h,匣,-ae,麻,h- + -ae A,*[g]ˤra,gˤra,"flaw, blemish",21128.14969U+7455,9,"0033h瑕xiáhae(h- + -ae A)*[g]ˤra flaw, blemish21128.14969U+7455"
0033i,蝦,há,hae,h,匣,-ae,麻,h- + -ae A,*[g]ˤra,gˤra,hae-mae frog,42874.031429U+8766,9,0033i蝦háhae(h- + -ae A)*[g]ˤra hae-mae frog42874.031429U+8766
0033i,蝦,xiā,hae,h,匣,-ae,麻,h- + -ae A,*[g]ˤra,gˤra,shrimp,42874.031429U+8766,9,0033i蝦xiāhae(h- + -ae A)*[g]ˤra shrimp42874.031429U+8766
0033j,遐,xiá,hae,h,匣,-ae,麻,h- + -ae A,*[g]ˤra,gˤra,distant,63867.041629U+9050,9,0033j遐xiáhae(h- + -ae A)*[g]ˤra distant63867.041629U+9050
0033l,騢,xiá,hae,h,匣,-ae,麻,h- + -ae A,*[g]ˤra,gˤra,,74567.041879U+9A22,9,0033l騢xiáhae(h- + -ae A)*[g]ˤra 74567.041879U+9A22
0034a,斝,jiǎ,kae,k,見,-ae,麻,k- + -ae B,*[k]ˤraʔ,kˤraʔ,a kind of ritual vessel,32254.07688U+659D,9,0034a斝jiǎkaeX(k- + -ae B)*[k]ˤraʔ a kind of ritual vessel32254.07688U+659D
0035a,下,xià,hae,h,匣,-ae,麻,h- + -ae B,*gˤraʔ,gˤraʔ,down10007.0112U+4E0Bhorse of mixed red and whitecolor,,9,0035a下xiàhaeX(h- + -ae B)*gˤraʔ down10007.0112U+4E0Bhorse of mixed red and whitecolor
0035a,下,xià,hae,h,匣,-ae,麻,h- + -ae C,*m-gˤraʔ-s,m-gˤraʔ-s,descend,10007.0112U+4E0B,10,0035a下xiàhaeH(h- + -ae C)*m-gˤraʔ-s descend10007.0112U+4E0B
0035d,芐,xià,hae,h,匣,-ae,麻,h- + -ae C,*[g]ˤra-s,gˤra-s,"rush, sedge",53174.11403U+8290,10,"0035d芐xiàhaeH(h- + -ae C)*[g]ˤra-s rush, sedge53174.11403U+8290"
0036a,夏,xià,hae,h,匣,-ae,麻,h- + -ae B,*[ɢ]ˤraʔ,ɢˤraʔ,great,20869.1357U+590F,10,0036a夏xiàhaeX(h- + -ae B)*[ɢ]ˤraʔ great20869.1357U+590F
0036a,夏,xià,hae,h,匣,-ae,麻,h- + -ae C,*[g]ˤraʔ,gˤraʔ,(~ *[g]ˤraʔ-s)summer,20869.1357U+590F,10,0036a夏xiàhaeH(h- + -ae C)*[g]ˤraʔ (~ *[g]ˤraʔ-s)summer20869.1357U+590F
0036c,廈,xià,hae,h,匣,-ae,麻,h- + -ae B,*[g]ˤraʔ,gˤraʔ,"house, room",20894.185310U+5EC8,10,"0036c廈xiàhaeX(h- + -ae B)*[g]ˤraʔ house, room20894.185310U+5EC8"
0036d,厦,xià,hae,h,匣,-ae,麻,h- + -ae B,*[g]ˤraʔ,gˤraʔ,"house, room",10075.252710U+53A6,10,"0036d厦xiàhaeX(h- + -ae B)*[g]ˤraʔ house, room10075.252710U+53A6"
0037a,牙,yá,ngae,ng,疑,-ae,麻,ng- + -ae A,*m-ɢˤ<r>a,m-ɢˤra,tooth,21419.08920U+7259,10,0037a牙yángae(ng- + -ae A)*m-ɢˤ<r>a tooth21419.08920U+7259
0037c,庌,yǎ,ngae,ng,疑,-ae,麻,ng- + -ae B,*[N]-qʰˤraʔ,N-qʰˤraʔ,covered galleries,20874.02534U+5E8C,10,0037c庌yǎngaeX(ng- + -ae B)*[N]-qʰˤraʔ covered galleries20874.02534U+5E8C
0037d,芽,yá,ngae,ng,疑,-ae,麻,ng- + -ae A,*m-ɢˤ<r>a,m-ɢˤra,"shoot, sprout",53179.131404U+82BD,10,"0037d芽yángae(ng- + -ae A)*m-ɢˤ<r>a shoot, sprout53179.131404U+82BD"
0037f,迓,yà,ngae,ng,疑,-ae,麻,ng- + -ae C,*ŋˤ<r>ak-s,ŋˤrak-s,meet,63819.021624U+8FD3,10,0037f迓yàngaeH(ng- + -ae C)*ŋˤ<r>ak-s meet63819.021624U+8FD3
0037g,雅,yǎ,ngae,ng,疑,-ae,麻,ng- + -ae B,*[N-ɢ]ˤraʔ,N-ɢˤraʔ,kind of musical instrument,64094.021724U+96C5,10,0037g雅yǎngaeX(ng- + -ae B)*[N-ɢ]ˤraʔ kind of musical instrument64094.021724U+96C5
0037g,雅,yǎ,ngae,ng,疑,-ae,麻,ng- + -ae B,*N-ɢˤraʔ,N-ɢˤraʔ,"proper, refined",64094.021724U+96C5,10,"0037g雅yǎngaeX(ng- + -ae B)*N-ɢˤraʔ proper, refined64094.021724U+96C5"
0037h,鴉,yā,'ae,',影,-ae,麻,'- + -ae A,*qˤra,qˤra,"raven, crow74618.141964U+9D09 0038a⾑襾yàxaeX(x- + -ae B)*qʰˤraʔ cover",42805.011460U+897E,10,"0037h鴉yā'ae('- + -ae A)*qˤra raven, crow74618.141964U+9D09 0038a⾑襾yàxaeX(x- + -ae B)*qʰˤraʔ cover42805.011460U+897E"
0038b,賈,gǔ,ku,k,見,-u,模,k- + -u B,*C.qˤaʔ,C.qˤaʔ,merchant; do business,63637.071546U+8CC8,10,0038b賈gǔkuX(k- + -u B)*C.qˤaʔ merchant; do business63637.071546U+8CC8
0038b,賈,jià,kae,k,見,-ae,麻,k- + -ae C,*C.qˤ<r>aʔ-s,C.qˤraʔ-s,(or *məә.qˤ<r>aʔ-s?)price,63637.071546U+8CC8,10,0038b賈jiàkaeH(k- + -ae C)*C.qˤ<r>aʔ-s (or *məә.qˤ<r>aʔ-s?)price63637.071546U+8CC8
0038c,價,jià,kae,k,見,-ae,麻,k- + -ae C,*C.qˤ<r>aʔ-s,C.qˤraʔ-s,(or *məә.qˤ<r>aʔ-s?)price,10224.05913U+50F9,10,0038c價jiàkaeH(k- + -ae C)*C.qˤ<r>aʔ-s (or *məә.qˤ<r>aʔ-s?)price10224.05913U+50F9
0039-,爬,pá,bae,b,並,-ae,麻,b- + -ae A,*[b]ˤra,bˤra,climb on all fours,32031.05874U+722C,10,0039-爬pábae(b- + -ae A)*[b]ˤra climb on all fours32031.05874U+722C
0039a,巴,bā,pae,p,幫,-ae,麻,p- + -ae A,*pˤra,pˤra,snake,20985.01491U+5DF4,10,0039a巴bāpae(p- + -ae A)*pˤra snake20985.01491U+5DF4
0039a,巴,bā,pae,p,幫,-ae,麻,p- + -ae A,*pˤra,pˤra,[place name],20985.01491U+5DF4,10,0039a巴bāpae(p- + -ae A)*pˤra [place name]20985.01491U+5DF4
0039b,把,bǎ,pae,p,幫,-ae,麻,p- + -ae B,*pˤraʔ,pˤraʔ,grasp (v.),31845.04644U+628A,10,0039b把bǎpaeX(p- + -ae B)*pˤraʔ grasp (v.)31845.04644U+628A
0039d,豝,bā,pae,p,幫,-ae,麻,p- + -ae A,*pˤra,pˤra,"sow, pig",63612.051524U+8C5D,10,"0039d豝bāpae(p- + -ae A)*pˤra sow, pig63612.051524U+8C5D"
0039e,耙,pá,bae,b,並,-ae,麻,b- + -ae A,*[b]ˤra,bˤra,rake (n.)42771.041274U+8019 0040a⾺馬mǎmaeX(m- + -ae B)*mˤraʔ horse,74539.011870U+99AC,10,0039e耙pábae(b- + -ae A)*[b]ˤra rake (n.)42771.041274U+8019 0040a⾺馬mǎmaeX(m- + -ae B)*mˤraʔ horse74539.011870U+99AC
0040h,罵,mà,mae,m,明,-ae,麻,m- + -ae C,*C.mˤra-s,C.mˤra-s,"scold, revile",74547.0812210U+7F75,10,"0040h罵màmaeH(m- + -ae C)*C.mˤra-s scold, revile74547.0812210U+7F75"
0041a,瓜,guā,kwae,k,見,-wae,麻,kw- + -ae A,*kʷˤra,kʷˤra,"melon, gourd",42654.01970U+74DC,10,"0041a瓜guākwae(kw- + -ae A)*kʷˤra melon, gourd42654.01970U+74DC"
0041b,呱,gū,ku,k,見,-u,模,k- + -u A,*kʷˤa,kʷˤa,wail,10604.1305U+5471,10,0041b呱gūku(k- + -u A)*kʷˤa wail10604.1305U+5471
0041c,孤,gū,ku,k,見,-u,模,k- + -u A,*kʷˤa,kʷˤa,orphan,21014.01395U+5B64,10,0041c孤gūku(k- + -u A)*kʷˤa orphan21014.01395U+5B64
0041d,罛,gū,ku,k,見,-u,模,k- + -u A,*kʷˤa,kʷˤa,net,42916.061225U+7F5B,10,0041d罛gūku(k- + -u A)*kʷˤa net42916.061225U+7F5B
0041h,弧,hú,hu,h,匣,-u,模,h- + -u A,*[g]ʷˤa,gʷˤa,"bow; bend, curved",20993.03575U+5F27,10,"0041h弧húhu(h- + -u A)*[g]ʷˤa bow; bend, curved20993.03575U+5F27"
0041i,狐,hú,hu,h,匣,-u,模,h- + -u A,*[g]ʷˤa,gʷˤa,fox,21340.14945U+72D0,10,0041i狐húhu(h- + -u A)*[g]ʷˤa fox21340.14945U+72D0
0042a,寡,guǎ,kwae,k,見,-wae,麻,k- + -wae B,*[C.k]ʷˤraʔ,C.kʷˤraʔ,few,20947.074011U+5BE1,10,0042a寡guǎkwaeX(k- + -wae B)*[C.k]ʷˤraʔ few20947.074011U+5BE1
0043a,夸,kuā,khwae,kh,溪,-wae,麻,kh- + -wae A,*[kʷʰ]ˤra,kʷʰˤra,boast,10526.05373U+5938,11,0043a夸kuākhwae(kh- + -wae A)*[kʷʰ]ˤra boast10526.05373U+5938
0043b,誇,kuā,khwae,kh,溪,-wae,麻,kh- + -wae A,*[kʷʰ]ˤra,kʷʰˤra,boast,63962.141496U+8A87,11,0043b誇kuākhwae(kh- + -wae A)*[kʷʰ]ˤra boast63962.141496U+8A87
0043e,荂,huā,xju,x,曉,-ju,虞,x- + -ju A,*qʷʰ(r)a,qʷʰra,flower,53201.061406U+8342,11,0043e荂huāxju(x- + -ju A)*qʷʰ(r)a flower53201.061406U+8342
0043h,袴,kù,khu,kh,溪,-u,模,kh- + -u C,*[kʷʰ]ˤa-s,kʷʰˤa-s,trousers,53088.071456U+88B4,11,0043h袴kùkhuH(kh- + -u C)*[kʷʰ]ˤa-s trousers53088.071456U+88B4
0043j,瓠,hù,hu,h,匣,-u,模,h- + -u C,*[ɢ]ʷˤa-s,ɢʷˤa-s,"bottle-gourd, melon",42655.1976U+74E0,11,"0043j瓠hùhuH(h- + -u C)*[ɢ]ʷˤa-s bottle-gourd, melon42655.1976U+74E0"
0043k,洿,wū,'u,',影,-u,模,'- + -u A,*qʷˤa,qʷˤa,impure,31604.05856U+6D3F,11,0043k洿wū'u('- + -u A)*qʷˤa impure31604.05856U+6D3F
0044-,花,huā,xwae,x,曉,-wae,麻,x- + -wae A,*qʷʰˤra,qʷʰˤra,flower (n.),53181.071404U+82B1,11,0044-花huāxwae(x- + -wae A)*qʷʰˤra flower (n.)53181.071404U+82B1
0044a,華,huā,xwae,x,曉,-wae,麻,x- + -wae A,*qʷʰˤra,qʷʰˤra,flower (n.),53213.011408U+83EF,11,0044a華huāxwae(x- + -wae A)*qʷʰˤra flower (n.)53213.011408U+83EF
0044a,華,huá,hwae,h,匣,-wae,麻,h- + -wae A,*N-qʷʰˤra,N-qʷʰˤra,flower (v.); flowery (adj.),53213.011408U+83EF,11,0044a華huáhwae(h- + -wae A)*N-qʷʰˤra flower (v.); flowery (adj.)53213.011408U+83EF
0044a,華,huà,hwae,h,匣,-wae,麻,h- + -wae C,*[ɢ]ʷˤra-s,ɢʷˤra-s,[name of a mountain],53213.011408U+83EF,11,0044a華huàhwaeH(h- + -wae C)*[ɢ]ʷˤra-s [name of a mountain]53213.011408U+83EF
0044d,譁,huá,xwae,x,曉,-wae,麻,x- + -wae A,*qʷʰˤra,qʷʰˤra,shout,64016.1114912U+8B41,11,0044d譁huáxwae(x- + -wae A)*qʷʰˤra shout64016.1114912U+8B41
0045-,賭,dǔ,tu,t,端,-u,模,t- + -u B,*mə.tˤaʔ,mə.tˤaʔ,wager,63645.091549U+8CED,11,0045-賭dǔtuX(t- + -u B)*məә.tˤaʔ wager63645.091549U+8CED
0045g,褚,zhǔ,trjo,tr,知,-jo,魚,tr- + -jo B,*traʔ,traʔ,"to store, to heap",53097.011459U+891A,11,"0045g褚zhǔtrjoX(tr- + -jo B)*traʔ to store, to heap53097.011459U+891A"
0045h,豬,zhū,trjo,tr,知,-jo,魚,tr- + -jo A,*tra,tra,pig,63616.041529U+8C6C,11,0045h豬zhūtrjo(tr- + -jo A)*tra pig63616.041529U+8C6C
0045j,箸,zhù,drjo,dr,澄,-jo,魚,dr- + -jo C,*[d]<r>ak-s,drak-s,chopsticks,52979.011189U+7BB8,11,0045j箸zhùdrjoH(dr- + -jo C)*[d]<r>ak-s chopsticks52979.011189U+7BB8
0045s,緒,xù,zjo,z,邪,-jo,魚,z- + -jo B,*s-m-taʔ,s-m-taʔ,arrange in order,53408.141208U+7DD2,11,0045s緒xùzjoX(z- + -jo B)*s-m-taʔ arrange in order53408.141208U+7DD2
0045y,堵,dǔ,tu,t,端,-u,模,t- + -u B,*tˤaʔ,tˤaʔ,,10448.07329U+5835,11,0045y堵dǔtuX(t- + -u B)*tˤaʔ 10448.07329U+5835
0045y,堵,dǔ,tu,t,端,-u,模,t- + -u B,*tˤaʔ,tˤaʔ,"measure of length of wall10448.07329U+5835
(fusion of 之 + 於 *təә ʔa)
a row or set of bells or musicalstones",,11,"0045y堵dǔtuX(t- + -u B)*tˤaʔ measure of length of wall10448.07329U+5835
(fusion of 之 + 於 *təә ʔa)
a row or set of bells or musicalstones"
0046a,且,jū,tsjo,ts,精,-jo,魚,ts- + -jo A,*tsa,tsa,[final particle],10015.0514U+4E14,12,0046a且jūtsjo(ts- + -jo A)*tsa [final particle]10015.0514U+4E14
0046a,且,qiě,tshjae,tsh,清,-jae,麻,tsh- + -jae B,*[tsʰ]Aʔ,tsʰAʔ,moreover,10015.0514U+4E14,12,0046a且qiětshjaeX(tsh- + -jae B)*[tsʰ]Aʔ moreover10015.0514U+4E14
0046i,柤,zhā,tsrae,tsr,莊,-ae,麻,tsr- + -ae A,*tsˤra,tsˤra,kind of fruit tree,21181.05755U+67E4,12,0046i柤zhātsrae(tsr- + -ae A)*tsˤra kind of fruit tree21181.05755U+67E4
0046k,沮,jǔ,dzjo,dz,從,-jo,魚,dz- + -jo B,*[dz]aʔ,dzaʔ,"stop, prevent",31584.01855U+6CAE,12,"0046k沮jǔdzjoX(dz- + -jo B)*[dz]aʔ stop, prevent31584.01855U+6CAE"
